ID;NAME;TYPE;SRC;REFYEAR
18754669;VODAFONE GROUP PLC;FIN_REP;https://investors.vodafone.com/~/media/files/v/vodafone-ir/documents/performance/financial-results/2023/vodafone-fy23-annual-report.pdf;2023
18754669;VODAFONE GROUP PLC;OTHER;https://finance.yahoo.com/quote/VOD/;2024
18754669;VODAFONE GROUP PLC;OTHER;https://www.google.com/finance/quote/VOD:NASDAQ;2024
18754669;VODAFONE GROUP PLC;OTHER;https://companiesmarketcap.com/vodafone/marketcap/;2024
18754669;VODAFONE GROUP PLC;OTHER;https://www.reuters.com/markets/companies/VOD.O/;2024
18754669;VODAFONE GROUP PLC;OTHER;;
18755204;HBIS GROUP CO. LTD.;FIN_REP;https://www.hbisco.com/uploads/2024-07-11/2da4a160-8708-417b-8192-8af49caa69811720657241525.pdf;2024
18755204;HBIS GROUP CO. LTD.;OTHER;https://finance.yahoo.com/quote/000709.SZ/;2024
18755204;HBIS GROUP CO. LTD.;OTHER;https://www.reuters.com/markets/companies/000709.SZ/;2024
18755204;HBIS GROUP CO. LTD.;OTHER;https://www.google.com/finance/quote/600507:SHA;2024
18755204;HBIS GROUP CO. LTD.;OTHER;;
18755204;HBIS GROUP CO. LTD.;OTHER;;
18761094;MOL HUNGARIAN OIL AND GAS;FIN_REP;https://molgroup.info/en/show/publications/annual_reports/2023/integrated-annual-report-2023-eng.pdf;2024
18761094;MOL HUNGARIAN OIL AND GAS;OTHER;https://finance.yahoo.com/quote/MOGB.MU/;2024
18761094;MOL HUNGARIAN OIL AND GAS;OTHER;https://companiesmarketcap.com/oil-gas/largest-oil-and-gas-companies-by-revenue/;2024
18761094;MOL HUNGARIAN OIL AND GAS;OTHER;https://www.reuters.com/markets/companies/MOLB.BU/;2024
18761094;MOL HUNGARIAN OIL AND GAS;OTHER;;
18761094;MOL HUNGARIAN OIL AND GAS;OTHER;;
18763081;DSV A/S;FIN_REP;https://investor.dsv.com/static-files/2827c611-c12d-4307-9e89-c344f848e1fc;2024
18763081;DSV A/S;OTHER;https://finance.yahoo.com/quote/DSV.CO/;2024
18763081;DSV A/S;OTHER;https://www.reuters.com/markets/companies/DSV.CO;2024
18763081;DSV A/S;OTHER;https://companiesmarketcap.com/dsv/revenue/;2024
18763081;DSV A/S;OTHER;https://www.google.com/finance/quote/NKT:CPH;2024
18763081;DSV A/S;OTHER;;
18767600;KRONES;FIN_REP;https://ircenter.handelsblatt.com/download/companies/krones/Annual%20Reports/DE0006335003-JA-2023-EQ-E-00.pdf;2023
18767600;KRONES;OTHER;https://companiesmarketcap.com/krones/revenue/;2024
18767600;KRONES;OTHER;https://finance.yahoo.com/quote/KRNNF/;2024
18767600;KRONES;OTHER;https://www.google.com/finance/quote/KRN:FRA;2024
18767600;KRONES;OTHER;https://www.reuters.com/markets/companies/KRNG.DE;2024
18767600;KRONES;OTHER;;
18773773;KONECRANES;FIN_REP;https://investors.konecranes.com/sites/konecranes/files/Annual_report_2024/annual_review_2024.pdf;2024
18773773;KONECRANES;OTHER;https://companiesmarketcap.com/konecranes/revenue/;2024
18773773;KONECRANES;OTHER;https://finance.yahoo.com/quote/KCR.HE/key-statistics/;2024
18773773;KONECRANES;OTHER;https://www.google.com/finance/quote/KCR:HEL;2024
18773773;KONECRANES;OTHER;https://www.reuters.com/markets/companies/KCRA.HE/;2024
18773773;KONECRANES;OTHER;;
18774479;SANDVIK AKTIEBOLAG;FIN_REP;https://attachment.news.eu.nasdaq.com/ae06b58ee14ef7bdd383d98073a7301b1;2024
18774479;SANDVIK AKTIEBOLAG;OTHER;https://companiesmarketcap.com/sandvik/revenue/;2024
18774479;SANDVIK AKTIEBOLAG;OTHER;https://finance.yahoo.com/quote/SAND.ST/;2024
18774479;SANDVIK AKTIEBOLAG;OTHER;https://www.reuters.com/markets/companies/SAND.ST/;2024
18774479;SANDVIK AKTIEBOLAG;OTHER;https://www.google.com/finance/quote/ASSA-B:STO;2024
18774479;SANDVIK AKTIEBOLAG;OTHER;;
18774712;SKANSKA AB;FIN_REP;https://group.skanska.com/49490b/siteassets/investors/reports-publications/annual-reports/2024/annual-and-sustainability-report-2024.pdf;2024
18774712;SKANSKA AB;OTHER;https://companiesmarketcap.com/inr/skanska/revenue/;2024
18774712;SKANSKA AB;OTHER;https://finance.yahoo.com/quote/SKA-B.ST/;2024
18774712;SKANSKA AB;OTHER;https://www.google.com/finance/quote/SKA-B:STO;2024
18774712;SKANSKA AB;OTHER;https://www.reuters.com/markets/companies/SKAb.ST;2024
18774712;SKANSKA AB;OTHER;;
18774867;SANOFI;FIN_REP;https://www.sanofi.com/assets/dotcom/pressreleases/2025/2025-01-30-06-30-00-3017713-en.pdf;2024
18774867;SANOFI;OTHER;https://companiesmarketcap.com/sanofi/revenue/;2024
18774867;SANOFI;OTHER;https://www.google.com/finance/quote/SAN:EPA;2024
18774867;SANOFI;OTHER;https://finance.yahoo.com/quote/SNY/financials/;2024
18774867;SANOFI;OTHER;https://www.reuters.com/markets/companies/SANO.BO/;2024
18774867;SANOFI;OTHER;;
18778752;WURTH;FIN_REP;https://www.wuerth.com/downloads/pdf/Gesch%C3%A4ftsbericht/2023/Annual-Report-W%C3%BCrth-Group-2023-en.pdf;2023
18778752;WURTH;OTHER;https://finance.yahoo.com/quote/SUACU/news/;2024
18778752;WURTH;OTHER;https://www.google.com/finance/quote/MSFT:BMV;2024
18778752;WURTH;OTHER;https://www.reuters.com/markets/companies/MT.AS;2024
18778752;WURTH;OTHER;;
18778752;WURTH;OTHER;;
18784770;AKTIEBOLAGET VOLVO;FIN_REP;https://www.volvogroup.com/content/dam/volvo-group/markets/master/events/2025/annual-reports/volvo-group-annual-report-2024.pdf;2024
18784770;AKTIEBOLAGET VOLVO;OTHER;https://finance.yahoo.com/quote/VOLV-B.ST/;2024
18784770;AKTIEBOLAGET VOLVO;OTHER;https://companiesmarketcap.com/volvo/revenue/;2024
18784770;AKTIEBOLAGET VOLVO;OTHER;https://www.google.com/finance/quote/VOLV-B:STO?hl=sv;2024
18784770;AKTIEBOLAGET VOLVO;OTHER;https://www.reuters.com/markets/companies/VOLVB.ST;2024
18784770;AKTIEBOLAGET VOLVO;OTHER;;
18796310;TOTALENERGIES SE;FIN_REP;https://totalenergies.com/system/files/documents/totalenergies_pr-results-q4-2024_2025_en.pdf;2024
18796310;TOTALENERGIES SE;OTHER;https://finance.yahoo.com/quote/TTE/;2024
18796310;TOTALENERGIES SE;OTHER;https://www.google.com/finance/quote/TTE:NYSE;2024
18796310;TOTALENERGIES SE;OTHER;https://www.reuters.com/markets/companies/TOTFy.F/;2024
18796310;TOTALENERGIES SE;OTHER;https://companiesmarketcap.com/totalenergies/revenue/;2024
18796310;TOTALENERGIES SE;OTHER;;
18802249;BRITISH AMERICAN TOBACCO PLC;FIN_REP;https://www.bat.com/content/dam/batcom/global/main-nav/investors-and-reporting/reporting/combined-annual-and-sustainability-report/BAT_Annual_Report_on_Form_20-F_2024.pdf;2024
18802249;BRITISH AMERICAN TOBACCO PLC;OTHER;https://companiesmarketcap.com/british-american-tobacco/revenue/;2024
18802249;BRITISH AMERICAN TOBACCO PLC;OTHER;https://finance.yahoo.com/quote/BTI/;2024
18802249;BRITISH AMERICAN TOBACCO PLC;OTHER;https://www.google.com/finance/quote/BATS:LON;2024
18802249;BRITISH AMERICAN TOBACCO PLC;OTHER;https://www.reuters.com/markets/companies/BATZ.LZ/;2024
18802249;BRITISH AMERICAN TOBACCO PLC;OTHER;;
18803013;NIPPON STEEL CORPORATION;FIN_REP;https://www.nipponsteel.com/en/ir/library/pdf/nsc_en_ir_2024_all.pdf;2024
18803013;NIPPON STEEL CORPORATION;OTHER;https://companiesmarketcap.com/nippon-steel/revenue/;2024
18803013;NIPPON STEEL CORPORATION;OTHER;https://finance.yahoo.com/quote/NISTF/;2024
18803013;NIPPON STEEL CORPORATION;OTHER;https://www.google.com/finance/quote/5401:TYO;2024
18803013;NIPPON STEEL CORPORATION;OTHER;https://www.reuters.com/markets/companies/5401.T;2024
18803013;NIPPON STEEL CORPORATION;OTHER;;
18805524;KONINKLIJKE AHOLD DELHAIZE NV;FIN_REP;https://www.aholddelhaize.com/media/eacd1r3g/annual-report-2024-ahold-delhaize.pdf;2024
18805524;KONINKLIJKE AHOLD DELHAIZE NV;OTHER;https://finance.yahoo.com/quote/AD.AS/;2024
18805524;KONINKLIJKE AHOLD DELHAIZE NV;OTHER;https://www.reuters.com/markets/companies/AD.AS/;2024
18805524;KONINKLIJKE AHOLD DELHAIZE NV;OTHER;https://companiesmarketcap.com/eur/ahold-delhaize/revenue/;2024
18805524;KONINKLIJKE AHOLD DELHAIZE NV;OTHER;https://www.google.com/finance/quote/ABN:AMS;2024
18805524;KONINKLIJKE AHOLD DELHAIZE NV;OTHER;;
18808977;PFIZER INC;FIN_REP;https://www.pfizerltd.co.in/files/Pfizer-Limited_Annual-Report-2023-24.pdf;2023
18808977;PFIZER INC;OTHER;https://companiesmarketcap.com/pfizer/revenue/;2024
18808977;PFIZER INC;OTHER;https://finance.yahoo.com/quote/PFE/;2024
18808977;PFIZER INC;OTHER;https://www.google.com/finance/quote/PFE:ETR?hl=et;2024
18808977;PFIZER INC;OTHER;https://www.reuters.com/markets/companies/PFE/key-metrics/growth/;2024
18808977;PFIZER INC;OTHER;;
18812865;COCA-COLA COMPANY (THE);FIN_REP;https://www.coca-colahellenic.com/content/dam/cch/us/documents/oar2024/cchbc-iar-2024.pdf.downloadasset.pdf;2024
18812865;COCA-COLA COMPANY (THE);OTHER;https://companiesmarketcap.com/coca-cola/revenue/;2024
18812865;COCA-COLA COMPANY (THE);OTHER;https://finance.yahoo.com/quote/KO/;2024
18812865;COCA-COLA COMPANY (THE);OTHER;https://www.google.com/finance/quote/KO:NYSE;2024
18812865;COCA-COLA COMPANY (THE);OTHER;https://www.reuters.com/markets/companies/KO/;2024
18812865;COCA-COLA COMPANY (THE);OTHER;;
18813820;CATERPILLAR INC;FIN_REP;https://www.caterpillar.com/content/dam/caterpillarDotCom/releases/4q24/4q24-caterpillar-inc-financial-results.pdf;2024
18813820;CATERPILLAR INC;OTHER;https://companiesmarketcap.com/caterpillar/revenue/;2024
18813820;CATERPILLAR INC;OTHER;https://finance.yahoo.com/quote/CAT/;2024
18813820;CATERPILLAR INC;OTHER;https://www.google.com/finance/quote/CAT:NYSE;2024
18813820;CATERPILLAR INC;OTHER;https://jp.reuters.com/markets/companies/cat/;2024
18813820;CATERPILLAR INC;OTHER;;
18818179;HARTMANN;FIN_REP;https://www.hartmann-packaging.com/media/ymrnajnt/hartmann-sustainability-report-2024.pdf;2024
18818179;HARTMANN;OTHER;https://companiesmarketcap.com/paul-hartmann/revenue/;2024
18818179;HARTMANN;OTHER;https://finance.yahoo.com/quote/VBSN.SW/;2024
18818179;HARTMANN;OTHER;https://www.google.com/finance/quote/G24:ETR;2024
18818179;HARTMANN;OTHER;https://www.reuters.com/markets/companies/BICC.CI/;2024
18818179;HARTMANN;OTHER;;
18818842;IWG PLC;FIN_REP;https://investors.iwgplc.com/~/media/Files/I/IWG-IR/reports-and-presentations/2023/2022-iwg-ara.pdf;2022
18818842;IWG PLC;OTHER;https://uk.finance.yahoo.com/quote/IWG.L/;2024
18818842;IWG PLC;OTHER;https://www.reuters.com/markets/companies/IWG.L/;2024
18818842;IWG PLC;OTHER;;
18818842;IWG PLC;OTHER;;
18818842;IWG PLC;OTHER;;
18831586;SAP;FIN_REP;https://saputo.com/-/media/ecosystem/divisions/corporate-services/sites/saputo-com/saputo-com-documents/shareholder-reports/2024/annual-reports/01-24-sap_annualreport24-web_ang.pdf?revision=&rev=-1&hash=4B4CCDD534B90FCE1CD0012C82C8E203;2024
18831586;SAP;OTHER;https://companiesmarketcap.com/sap/revenue/;2024
18831586;SAP;OTHER;https://finance.yahoo.com/quote/SAP/;2024
18831586;SAP;OTHER;https://www.google.com/finance/quote/SAP:ETR;2024
18831586;SAP;OTHER;https://www.reuters.com/markets/companies/SAPG.DE;2024
18831586;SAP;OTHER;;
18839233;ORKLA ASA;FIN_REP;https://www.orkla.com/wp-content/uploads/sites/3/2025/03/Orkla-Annual-Report-2024.pdf;2024
18839233;ORKLA ASA;OTHER;https://finance.yahoo.com/quote/ORK.OL/;2024
18839233;ORKLA ASA;OTHER;https://companiesmarketcap.com/orkla/revenue/;2024
18839233;ORKLA ASA;OTHER;https://www.reuters.com/markets/companies/ORK.OL/;2024
18839233;ORKLA ASA;OTHER;;
18839233;ORKLA ASA;OTHER;;
18850720;ENEL SPA;FIN_REP;https://www.enel.com/content/dam/enel-com/documenti/investitori/informazioni-finanziarie/2024/annuali/en/enel-spa-financial-statements_2024.pdf;2024
18850720;ENEL SPA;OTHER;https://finance.yahoo.com/quote/ENEL.MI/;2024
18850720;ENEL SPA;OTHER;https://www.reuters.com/markets/companies/ENEI.MI/;2024
18850720;ENEL SPA;OTHER;https://companiesmarketcap.com/gbp/italy/largest-italian-companies-by-revenue/;2024
18850720;ENEL SPA;OTHER;https://www.google.com/finance/quote/ENEL:BIT;2024
18850720;ENEL SPA;OTHER;;
18853782;SHV HOLDINGS NV;FIN_REP;https://www.shv.nl/wp-content/uploads/2024/04/SHV-Annual-Report-2023-online.pdf;2023
18853782;SHV HOLDINGS NV;OTHER;https://companiesmarketcap.com/largest-companies-by-revenue/?download=csv;2024
18853782;SHV HOLDINGS NV;OTHER;https://finance.yahoo.com/quote/SHV/;2024
18853782;SHV HOLDINGS NV;OTHER;;
18853782;SHV HOLDINGS NV;OTHER;;
18853782;SHV HOLDINGS NV;OTHER;;
18854880;BMW;FIN_REP;https://www.bmwgroup.com/content/dam/grpw/websites/bmwgroup_com/ir/downloads/en/2025/bericht/BMW-Group-Report-2024-en.pdf;2024
18854880;BMW;OTHER;https://companiesmarketcap.com/bmw/revenue/;2024
18854880;BMW;OTHER;https://finance.yahoo.com/quote/BMW.DE/;2024
18854880;BMW;OTHER;https://www.reuters.com/markets/companies/BMWG.DE/;2024
18854880;BMW;OTHER;https://www.google.com/finance/quote/BMW:FRA?hl=zh;2024
18854880;BMW;OTHER;;
18858533;THALES;FIN_REP;https://www2.thalesgroup.com/2024/rapport-integre/files/thales-integrated-report-2023-en.pdf;2023
18858533;THALES;OTHER;https://companiesmarketcap.com/gbp/thales/revenue/;2024
18858533;THALES;OTHER;https://finance.yahoo.com/quote/HO.PA/;2024
18858533;THALES;OTHER;https://www.google.com/finance/quote/HO:EPA;2024
18858533;THALES;OTHER;https://www.reuters.com/markets/companies/TCFP.PA/;2024
18858533;THALES;OTHER;;
18860034;SIGNIFY NV;FIN_REP;https://www.signify.com/static/2024/signify-annual-report-2024.pdf;2024
18860034;SIGNIFY NV;OTHER;https://companiesmarketcap.com/signify/marketcap/;2024
18860034;SIGNIFY NV;OTHER;https://finance.yahoo.com/quote/LIGHT.AS/;2024
18860034;SIGNIFY NV;OTHER;https://www.google.com/finance/quote/LIGHT:AMS;2024
18860034;SIGNIFY NV;OTHER;https://www.reuters.com/markets/companies/LIGHT.AS/;2024
18860034;SIGNIFY NV;OTHER;;
18864084;3I GROUP PLC;FIN_REP;https://www.3i.com/media/nnrkjwke/annual_report_and_accounts_2024.pdf;2024
18864084;3I GROUP PLC;OTHER;https://companiesmarketcap.com/3i/revenue/;2024
18864084;3I GROUP PLC;OTHER;https://finance.yahoo.com/quote/III.L/;2024
18864084;3I GROUP PLC;OTHER;https://www.google.com/finance/quote/III:LON;2024
18864084;3I GROUP PLC;OTHER;https://jp.reuters.com/markets/companies/III.L;2024
18864084;3I GROUP PLC;OTHER;;
18876900;BAYER;FIN_REP;https://www.bayer.com/sites/default/files/2025-03/bayer-annual-report-2024.pdf;2024
18876900;BAYER;OTHER;https://companiesmarketcap.com/bayer/revenue/;2024
18876900;BAYER;OTHER;https://finance.yahoo.com/quote/BAYN.DE/;2024
18876900;BAYER;OTHER;https://www.google.com/finance/quote/BAYN:ETR;2024
18876900;BAYER;OTHER;https://www.reuters.com/markets/companies/BAYGn.DE/;2024
18876900;BAYER;OTHER;;
18877286;AKTIEBOLAGET ELECTROLUX;FIN_REP;https://www.electroluxgroup.com/wp-content/uploads/sites/2/2024/02/electrolux-AB-Electrolux-publishes-2023-Annual-Report-240222.pdf;2023
18877286;AKTIEBOLAGET ELECTROLUX;OTHER;https://companiesmarketcap.com/electrolux/revenue/;2024
18877286;AKTIEBOLAGET ELECTROLUX;OTHER;https://finance.yahoo.com/quote/ELUXY/;2024
18877286;AKTIEBOLAGET ELECTROLUX;OTHER;https://www.google.com/finance/quote/ALFA:STO;2024
18877286;AKTIEBOLAGET ELECTROLUX;OTHER;;
18877286;AKTIEBOLAGET ELECTROLUX;OTHER;;
18886469;VEOLIA ENVIRONNEMENT;FIN_REP;https://www.veolia.com/sites/g/files/dvc4206/files/document/2024/04/integrated-report-2023-2024-veolia.pdf;2023
18886469;VEOLIA ENVIRONNEMENT;OTHER;https://finance.yahoo.com/quote/VIE.PA/;2024
18886469;VEOLIA ENVIRONNEMENT;OTHER;https://www.google.com/finance/quote/VIE:EPA;2024
18886469;VEOLIA ENVIRONNEMENT;OTHER;https://www.reuters.com/markets/companies/VIE.PA;2024
18886469;VEOLIA ENVIRONNEMENT;OTHER;https://companiesmarketcap.com/waste-recycling/most-profitable-waste-and-recycling-companies/;2024
18886469;VEOLIA ENVIRONNEMENT;OTHER;;
18898974;TUI;FIN_REP;https://ircenter.handelsblatt.com/download/companies/preussag/Annual%20Reports/DE000TUAG505-JA-2023-EQ-E-00.pdf;2024
18898974;TUI;OTHER;https://companiesmarketcap.com/tui/revenue/;2024
18898974;TUI;OTHER;https://finance.yahoo.com/quote/TUIFF/key-statistics/;2024
18898974;TUI;OTHER;https://www.google.com/finance/quote/TUI1:ETR;2024
18898974;TUI;OTHER;https://www.reuters.com/markets/companies/TUI1n.DE;2024
18898974;TUI;OTHER;;
18901386;ASSA ABLOY AB;FIN_REP;https://www.assaabloy.com/group/en/documents/investors/annual-reports/2024/Annual%20Report%202024.pdf;2024
18901386;ASSA ABLOY AB;OTHER;https://companiesmarketcap.com/assa-abloy/revenue/;2024
18901386;ASSA ABLOY AB;OTHER;https://finance.yahoo.com/quote/ASAZY/;2024
18901386;ASSA ABLOY AB;OTHER;https://www.google.com/finance/quote/ASSA-B:STO;2024
18901386;ASSA ABLOY AB;OTHER;https://www.reuters.com/markets/companies/ASSAb.ST/;2024
18901386;ASSA ABLOY AB;OTHER;;
18908258;RANDSTAD NV;FIN_REP;https://www.randstad.com/s3fs-media/rscom/public/2025-02/Randstad_Annual_Report_2024_0.pdf?VersionId=Bv1eXfZPoZ64ddDZTJWm6THty81RB0EM;2024
18908258;RANDSTAD NV;OTHER;https://companiesmarketcap.com/randstad/revenue/;2024
18908258;RANDSTAD NV;OTHER;https://finance.yahoo.com/quote/RAND.AS/;2024
18908258;RANDSTAD NV;OTHER;https://www.google.com/finance/quote/RAND:AMS;2024
18908258;RANDSTAD NV;OTHER;https://www.reuters.com/markets/companies/RAND.AS/;2024
18908258;RANDSTAD NV;OTHER;;
18918108;NV BEKAERT SA;FIN_REP;https://www.bekaert.com/content/dam/corporate/en/annual-report/2024/en/Bekaert%20Annual%20Report%202024%20Document.pdf;2024
18918108;NV BEKAERT SA;OTHER;https://companiesmarketcap.com/nv-bekaert/revenue/;2024
18918108;NV BEKAERT SA;OTHER;https://finance.yahoo.com/quote/BEKB.BR/;2024
18918108;NV BEKAERT SA;OTHER;https://www.reuters.com/markets/companies/BEKB.BR;2024
18918108;NV BEKAERT SA;OTHER;https://www.google.com/finance/quote/GIMB:EBR;2024
18918108;NV BEKAERT SA;OTHER;;
18919705;MANPOWERGROUP INC.;FIN_REP;https://investor.manpowergroup.com/static-files/b0756cfd-cb6f-4c0f-8a5a-742932e20a44;2024
18919705;MANPOWERGROUP INC.;OTHER;https://www.reuters.com/markets/companies/MAN.N;2024
18919705;MANPOWERGROUP INC.;OTHER;https://finance.yahoo.com/quote/MAN/financials/;2024
18919705;MANPOWERGROUP INC.;OTHER;https://companiesmarketcap.com/robert-half/revenue/;2024
18919705;MANPOWERGROUP INC.;OTHER;https://www.google.com/finance/quote/KFY:NYSE;2024
18919705;MANPOWERGROUP INC.;OTHER;;
18928008;PARAMOUNT GLOBAL;FIN_REP;https://ir.paramount.com/static-files/b7ec193e-39b1-4871-9150-50df2eeb85fd;2024
18928008;PARAMOUNT GLOBAL;OTHER;https://companiesmarketcap.com/paramount/revenue/;2024
18928008;PARAMOUNT GLOBAL;OTHER;https://finance.yahoo.com/quote/PARA/;2024
18928008;PARAMOUNT GLOBAL;OTHER;https://www.reuters.com/markets/companies/para.oq;2024
18928008;PARAMOUNT GLOBAL;OTHER;https://www.google.com/finance/quote/PARA:NASDAQ;2024
18928008;PARAMOUNT GLOBAL;OTHER;;
18930611;GLENCORE PLC;FIN_REP;https://www.glencore.com/.rest/api/v1/documents/static/7a4295e4-3674-45e9-94c4-7d7fb285faff/GLEN-2024-Annual-Report.pdf;2024
18930611;GLENCORE PLC;OTHER;https://companiesmarketcap.com/glencore/revenue/;2024
18930611;GLENCORE PLC;OTHER;https://finance.yahoo.com/quote/GLNCY/;2024
18930611;GLENCORE PLC;OTHER;https://www.google.com/finance/quote/GLEN:LON;2024
18930611;GLENCORE PLC;OTHER;https://www.reuters.com/markets/companies/glen.l;2024
18930611;GLENCORE PLC;OTHER;;
18931004;DEUTSCHE LUFTHANSA;FIN_REP;https://investor-relations.lufthansagroup.com/fileadmin/downloads/en/financial-reports/annual-reports/LH-AR-2024-e.pdf;2024
18931004;DEUTSCHE LUFTHANSA;OTHER;https://finance.yahoo.com/quote/LHA.DE/;2024
18931004;DEUTSCHE LUFTHANSA;OTHER;https://www.google.com/finance/quote/LHA:ETR;2024
18931004;DEUTSCHE LUFTHANSA;OTHER;https://jp.reuters.com/markets/companies/LHAG.DE;2024
18931004;DEUTSCHE LUFTHANSA;OTHER;https://companiesmarketcap.com/germany/largest-german-companies-by-revenue/;2024
18931004;DEUTSCHE LUFTHANSA;OTHER;;
18935271;TELEFONAKTIEBOLAGET LM ERICSSON;FIN_REP;https://www.volvogroup.com/content/dam/volvo-group/markets/master/investors/corporate-governance/corporate-governance-report-2024.pdf;2024
18935271;TELEFONAKTIEBOLAGET LM ERICSSON;OTHER;https://finance.yahoo.com/quote/ERIC/;2024
18935271;TELEFONAKTIEBOLAGET LM ERICSSON;OTHER;https://www.google.com/finance/quote/ERIC:NASDAQ;2024
18935271;TELEFONAKTIEBOLAGET LM ERICSSON;OTHER;https://www.reuters.com/markets/companies/ERICb.ST/;2024
18935271;TELEFONAKTIEBOLAGET LM ERICSSON;OTHER;https://companiesmarketcap.com/inr/ericsson/revenue/;2024
18935271;TELEFONAKTIEBOLAGET LM ERICSSON;OTHER;;
18940840;ABB LTD;FIN_REP;https://new.abb.com/docs/librariesprovider19/default-document-library/annual-report-20239dbb11f4c1f463c09537ff0000433538.pdf;2023
18940840;ABB LTD;OTHER;https://companiesmarketcap.com/abb/revenue/;2024
18940840;ABB LTD;OTHER;https://finance.yahoo.com/quote/ABBN.SW/;2024
18940840;ABB LTD;OTHER;https://www.google.com/finance/quote/ABBN:SWX;2024
18940840;ABB LTD;OTHER;https://www.reuters.com/markets/companies/ABBN.S/;2024
18940840;ABB LTD;OTHER;;
18942704;HP INC.;FIN_REP;https://www.hp.com/content/dam/sites/garage-press/press/press-releases/2024/q4-fy24-earnings/Press%20Release%202024%20Q4_Final.pdf;2024
18942704;HP INC.;OTHER;https://companiesmarketcap.com/hp/revenue/;2024
18942704;HP INC.;OTHER;https://finance.yahoo.com/quote/HPQ/;2024
18942704;HP INC.;OTHER;https://www.google.com/finance/quote/HP:NYSE;2024
18942704;HP INC.;OTHER;https://www.reuters.com/markets/companies/HPQ.N/;2024
18942704;HP INC.;OTHER;;
18947387;CAPGEMINI;FIN_REP;https://www.capgemini.com/in-en/wp-content/uploads/sites/18/2024/08/Annual-Report-2023-24.pdf;2024
18947387;CAPGEMINI;OTHER;https://companiesmarketcap.com/inr/capgemini/revenue/;2024
18947387;CAPGEMINI;OTHER;https://finance.yahoo.com/quote/CGEMY/;2024
18947387;CAPGEMINI;OTHER;https://www.google.com/finance/quote/CAP:EPA;2024
18947387;CAPGEMINI;OTHER;https://www.reuters.com/markets/companies/CAPP.PA/;2024
18947387;CAPGEMINI;OTHER;;
18953431;MERCK GROUP;FIN_REP;https://www.merckgroup.com/en/annualreport/2024/_assets/downloads/entire-merck-ar24.pdf;2024
18953431;MERCK GROUP;OTHER;https://companiesmarketcap.com/merck-kgaa/revenue/;2024
18953431;MERCK GROUP;OTHER;https://nz.finance.yahoo.com/quote/MRK.DE/;2024
18953431;MERCK GROUP;OTHER;https://www.google.com/finance/quote/MRK:ETR;2024
18953431;MERCK GROUP;OTHER;https://www.reuters.com/markets/companies/MRCG.DE/;2024
18953431;MERCK GROUP;OTHER;;
18953450;BPOST;FIN_REP;https://bpostgroup.com/sites/default/files/2024-03/Annualreport2023_feb24_ENG_0.pdf;2023
18953450;BPOST;OTHER;https://finance.yahoo.com/quote/BPOST.BR/key-statistics/;2024
18953450;BPOST;OTHER;https://www.reuters.com/markets/companies/BPOST.BR/;2024
18953450;BPOST;OTHER;https://companiesmarketcap.com/bpost/pe-ratio/;2024
18953450;BPOST;OTHER;https://www.google.com/finance/quote/BRK.B:NYSE;2024
18953450;BPOST;OTHER;;
18957222;SYNLAB;FIN_REP;https://www.synlab.com/fileadmin/Q4_23/20240322_Synlab_AR23_EN_PW.pdf;2023
18957222;SYNLAB;OTHER;https://finance.yahoo.com/quote/SYAB.HM/;2024
18957222;SYNLAB;OTHER;https://companiesmarketcap.com/eur/synlab/revenue/;2024
18957222;SYNLAB;OTHER;https://www.google.com/finance/quote/VLA:VIE?hl=de;2024
18957222;SYNLAB;OTHER;https://www.reuters.com/markets/companies/SYAB.DE;2024
18957222;SYNLAB;OTHER;;
18959709;L AIR LIQUIDE;FIN_REP;https://www.airliquide.com/sites/airliquide.com/files/2025-03/2024-integrated-annual-report.pdf;2024
18959709;L AIR LIQUIDE;OTHER;https://finance.yahoo.com/quote/AI.PA/;2024
18959709;L AIR LIQUIDE;OTHER;https://www.reuters.com/markets/companies/AIQUF.PK/key-metrics/price-and-volume;2024
18959709;L AIR LIQUIDE;OTHER;https://companiesmarketcap.com/air-liquide/marketcap/;2024
18959709;L AIR LIQUIDE;OTHER;https://www.google.com/finance/quote/AI:EPA;2024
18959709;L AIR LIQUIDE;OTHER;;
18959832;MOEVE;FIN_REP;https://www.moeveglobal.com/stfls/corporativo/FICHEROS/moeve-integrated-management-report-2024.pdf;2024
18959832;MOEVE;OTHER;https://es.finance.yahoo.com/quote/MOVE/;2024
18959832;MOEVE;OTHER;https://www.reuters.com/markets/companies/REP.MC;2024
18959832;MOEVE;OTHER;;
18959832;MOEVE;OTHER;;
18959832;MOEVE;OTHER;;
18967691;GOODYEAR TIRE & RUBBER CO;FIN_REP;https://corporate.goodyear.com/content/dam/goodyear-corp/documents/annualreports/2024-annual-report.pdf;2024
18967691;GOODYEAR TIRE & RUBBER CO;OTHER;https://finance.yahoo.com/quote/GT/;2024
18967691;GOODYEAR TIRE & RUBBER CO;OTHER;https://www.google.com/finance/quote/GT:NASDAQ;2024
18967691;GOODYEAR TIRE & RUBBER CO;OTHER;https://jp.reuters.com/markets/companies/GT.BE/financials/income-annual;2024
18967691;GOODYEAR TIRE & RUBBER CO;OTHER;https://companiesmarketcap.com/goodyear/revenue/;2024
18967691;GOODYEAR TIRE & RUBBER CO;OTHER;;
